qid,stratum,max_points,type,sheet,judge,jfam,wfam,repeat,p,p_raw,snapped,len
ast-114-math-yi--q18,B,8.0,drawing,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,548
ast-113-math-jia--q17,B,6.0,essay,writer-claude-medium,codex-high,codex,claude,1,0.0,0.0,0,692
ast-114-math-jia--q12.b,B,4.0,essay,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,307
ast-115-geography--q20.b,B,3.0,drawing,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,175
ast-113-biology--q37,B,2.0,short_answer,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,325
ast-113-physics--q25.a,B,1.0,short_answer,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,106
gsat-114-chinese-writing--q2,C,25.0,essay,writer-claude-medium,codex-high,codex,claude,1,0.84,0.84,0,757
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-claude-medium,codex-high,codex,claude,1,0.9048,0.9048,0,506
ast-115-civics--q35,C,6.0,short_answer,writer-claude-medium,codex-high,codex,claude,1,0.6667,0.6667,0,112
ast-113-civics--q36.b,C,5.0,short_answer,writer-claude-medium,codex-high,codex,claude,1,0.4,0.4,0,130
gsat-113-english--q19.a,C,4.0,short_answer,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,113
ast-113-geography--q36,C,3.0,drawing,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,247
gsat-113-english--q20,D,20.0,essay,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,1217
gsat-115-math-a--q20,D,8.0,essay,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,1094
ast-115-geography--q23.c,D,7.0,drawing,writer-claude-medium,codex-high,codex,claude,1,0.5714,0.5714,0,311
ast-114-geography--q42.b,D,6.0,short_answer,writer-claude-medium,codex-high,codex,claude,1,0.6667,0.6667,0,118
ast-113-geography--q37,D,5.0,short_answer,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,57
ast-113-chemistry--q25,D,4.0,short_answer,writer-claude-medium,codex-high,codex,claude,1,1.0,1.0,0,652
tve-113-chinese--q39,A,24.0,essay,writer-claude-medium,codex-high,codex,claude,2,0.9583,0.9583,0,774
tve-113-english--q44,A,6.0,short_answer,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,362
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-claude-medium,codex-high,codex,claude,2,0.9167,0.9167,0,647
tve-114-chinese--q39,A,24.0,essay,writer-claude-medium,codex-high,codex,claude,2,0.9583,0.9583,0,670
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-claude-medium,codex-high,codex,claude,2,0.875,0.875,0,745
ast-114-math-yi--q18,B,8.0,drawing,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,548
ast-113-math-jia--q17,B,6.0,essay,writer-claude-medium,codex-high,codex,claude,2,0.0,0.0,0,692
ast-114-math-jia--q12.b,B,4.0,essay,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,307
ast-115-geography--q20.b,B,3.0,drawing,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,175
ast-113-biology--q37,B,2.0,short_answer,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,325
ast-113-physics--q25.a,B,1.0,short_answer,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,106
gsat-114-chinese-writing--q2,C,25.0,essay,writer-claude-medium,codex-high,codex,claude,2,0.92,0.92,0,757
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-claude-medium,codex-high,codex,claude,2,0.9048,0.9048,0,506
ast-115-civics--q35,C,6.0,short_answer,writer-claude-medium,codex-high,codex,claude,2,0.5,0.5,0,112
ast-113-civics--q36.b,C,5.0,short_answer,writer-claude-medium,codex-high,codex,claude,2,0.8,0.8,0,130
gsat-113-english--q19.a,C,4.0,short_answer,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,113
ast-113-geography--q36,C,3.0,drawing,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,247
gsat-113-english--q20,D,20.0,essay,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,1217
gsat-115-math-a--q20,D,8.0,essay,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,1094
ast-115-geography--q23.c,D,7.0,drawing,writer-claude-medium,codex-high,codex,claude,2,0.5714,0.5714,0,311
ast-114-geography--q42.b,D,6.0,short_answer,writer-claude-medium,codex-high,codex,claude,2,0.6667,0.6667,0,118
ast-113-geography--q37,D,5.0,short_answer,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,57
ast-113-chemistry--q25,D,4.0,short_answer,writer-claude-medium,codex-high,codex,claude,2,1.0,1.0,0,652
tve-113-chinese--q39,A,24.0,essay,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,774
tve-113-english--q44,A,6.0,short_answer,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,362
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,647
tve-114-chinese--q39,A,24.0,essay,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,670
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,745
ast-114-math-yi--q18,B,8.0,drawing,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,548
ast-113-math-jia--q17,B,6.0,essay,writer-claude-medium,codex-high,codex,claude,3,0.0,0.0,0,692
ast-114-math-jia--q12.b,B,4.0,essay,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,307
ast-115-geography--q20.b,B,3.0,drawing,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,175
ast-113-biology--q37,B,2.0,short_answer,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,325
ast-113-physics--q25.a,B,1.0,short_answer,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,106
gsat-114-chinese-writing--q2,C,25.0,essay,writer-claude-medium,codex-high,codex,claude,3,0.96,0.96,0,757
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-claude-medium,codex-high,codex,claude,3,0.9524,0.9524,0,506
ast-115-civics--q35,C,6.0,short_answer,writer-claude-medium,codex-high,codex,claude,3,0.5,0.5,0,112
ast-113-civics--q36.b,C,5.0,short_answer,writer-claude-medium,codex-high,codex,claude,3,0.4,0.4,0,130
gsat-113-english--q19.a,C,4.0,short_answer,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,113
ast-113-geography--q36,C,3.0,drawing,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,247
gsat-113-english--q20,D,20.0,essay,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,1217
gsat-115-math-a--q20,D,8.0,essay,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,1094
ast-115-geography--q23.c,D,7.0,drawing,writer-claude-medium,codex-high,codex,claude,3,0.5714,0.5714,0,311
ast-114-geography--q42.b,D,6.0,short_answer,writer-claude-medium,codex-high,codex,claude,3,0.6667,0.6667,0,118
ast-113-geography--q37,D,5.0,short_answer,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,57
ast-113-chemistry--q25,D,4.0,short_answer,writer-claude-medium,codex-high,codex,claude,3,1.0,1.0,0,652
tve-113-chinese--q39,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,1,0.9167,0.9167,0,774
tve-113-english--q44,A,6.0,short_answer,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,362
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,1,0.9167,0.9167,0,647
tve-114-chinese--q39,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,1,0.9583,0.9583,0,670
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,1,0.9167,0.9167,0,745
ast-114-math-yi--q18,B,8.0,drawing,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,548
ast-113-math-jia--q17,B,6.0,essay,writer-claude-medium,claude-low,claude,claude,1,0.0,0.0,0,692
ast-114-math-jia--q12.b,B,4.0,essay,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,307
ast-115-geography--q20.b,B,3.0,drawing,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,175
ast-113-biology--q37,B,2.0,short_answer,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,325
ast-113-physics--q25.a,B,1.0,short_answer,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,106
gsat-114-chinese-writing--q2,C,25.0,essay,writer-claude-medium,claude-low,claude,claude,1,0.88,0.88,0,757
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-claude-medium,claude-low,claude,claude,1,0.9524,0.9524,0,506
ast-115-civics--q35,C,6.0,short_answer,writer-claude-medium,claude-low,claude,claude,1,0.5,0.5,0,112
ast-113-civics--q36.b,C,5.0,short_answer,writer-claude-medium,claude-low,claude,claude,1,0.6,0.6,0,130
gsat-113-english--q19.a,C,4.0,short_answer,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,113
ast-113-geography--q36,C,3.0,drawing,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,247
gsat-113-english--q20,D,20.0,essay,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,1217
gsat-115-math-a--q20,D,8.0,essay,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,1094
ast-115-geography--q23.c,D,7.0,drawing,writer-claude-medium,claude-low,claude,claude,1,0.5714,0.5714,0,311
ast-114-geography--q42.b,D,6.0,short_answer,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,118
ast-113-geography--q37,D,5.0,short_answer,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,57
ast-113-chemistry--q25,D,4.0,short_answer,writer-claude-medium,claude-low,claude,claude,1,1.0,1.0,0,652
tve-113-chinese--q39,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,2,0.875,0.875,0,774
tve-113-english--q44,A,6.0,short_answer,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,362
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,2,0.875,0.875,0,647
tve-114-chinese--q39,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,2,0.875,0.875,0,670
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,2,0.875,0.875,0,745
ast-114-math-yi--q18,B,8.0,drawing,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,548
ast-113-math-jia--q17,B,6.0,essay,writer-claude-medium,claude-low,claude,claude,2,0.0,0.0,0,692
ast-114-math-jia--q12.b,B,4.0,essay,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,307
ast-115-geography--q20.b,B,3.0,drawing,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,175
ast-113-biology--q37,B,2.0,short_answer,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,325
ast-113-physics--q25.a,B,1.0,short_answer,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,106
gsat-114-chinese-writing--q2,C,25.0,essay,writer-claude-medium,claude-low,claude,claude,2,0.84,0.84,0,757
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-claude-medium,claude-low,claude,claude,2,0.8571,0.8571,0,506
ast-115-civics--q35,C,6.0,short_answer,writer-claude-medium,claude-low,claude,claude,2,0.5,0.5,0,112
ast-113-civics--q36.b,C,5.0,short_answer,writer-claude-medium,claude-low,claude,claude,2,0.8,0.8,0,130
gsat-113-english--q19.a,C,4.0,short_answer,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,113
ast-113-geography--q36,C,3.0,drawing,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,247
gsat-113-english--q20,D,20.0,essay,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,1217
gsat-115-math-a--q20,D,8.0,essay,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,1094
ast-115-geography--q23.c,D,7.0,drawing,writer-claude-medium,claude-low,claude,claude,2,0.5714,0.5714,0,311
ast-114-geography--q42.b,D,6.0,short_answer,writer-claude-medium,claude-low,claude,claude,2,0.6667,0.6667,0,118
ast-113-geography--q37,D,5.0,short_answer,writer-claude-medium,claude-low,claude,claude,2,0.8,0.8,0,57
ast-113-chemistry--q25,D,4.0,short_answer,writer-claude-medium,claude-low,claude,claude,2,1.0,1.0,0,652
tve-113-chinese--q39,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,3,0.875,0.875,0,774
tve-113-english--q44,A,6.0,short_answer,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,362
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,3,0.8333,0.8333,0,647
tve-114-chinese--q39,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,3,0.875,0.875,0,670
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-claude-medium,claude-low,claude,claude,3,0.875,0.875,0,745
ast-114-math-yi--q18,B,8.0,drawing,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,548
ast-113-math-jia--q17,B,6.0,essay,writer-claude-medium,claude-low,claude,claude,3,0.0,0.0,0,692
ast-114-math-jia--q12.b,B,4.0,essay,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,307
ast-115-geography--q20.b,B,3.0,drawing,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,175
ast-113-biology--q37,B,2.0,short_answer,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,325
ast-113-physics--q25.a,B,1.0,short_answer,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,106
gsat-114-chinese-writing--q2,C,25.0,essay,writer-claude-medium,claude-low,claude,claude,3,0.92,0.92,0,757
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-claude-medium,claude-low,claude,claude,3,0.8095,0.8095,0,506
ast-115-civics--q35,C,6.0,short_answer,writer-claude-medium,claude-low,claude,claude,3,0.5,0.5,0,112
ast-113-civics--q36.b,C,5.0,short_answer,writer-claude-medium,claude-low,claude,claude,3,0.8,0.8,0,130
gsat-113-english--q19.a,C,4.0,short_answer,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,113
ast-113-geography--q36,C,3.0,drawing,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,247
gsat-113-english--q20,D,20.0,essay,writer-claude-medium,claude-low,claude,claude,3,0.9,0.9,0,1217
gsat-115-math-a--q20,D,8.0,essay,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,1094
ast-115-geography--q23.c,D,7.0,drawing,writer-claude-medium,claude-low,claude,claude,3,0.5714,0.5714,0,311
ast-114-geography--q42.b,D,6.0,short_answer,writer-claude-medium,claude-low,claude,claude,3,0.6667,0.6667,0,118
ast-113-geography--q37,D,5.0,short_answer,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,57
ast-113-chemistry--q25,D,4.0,short_answer,writer-claude-medium,claude-low,claude,claude,3,1.0,1.0,0,652
tve-113-chinese--q39,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,1,0.875,0.875,0,774
tve-113-english--q44,A,6.0,short_answer,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,362
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,1,0.875,0.875,0,647
tve-114-chinese--q39,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,1,0.8333,0.8333,0,670
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,1,0.9583,0.9583,0,745
ast-114-math-yi--q18,B,8.0,drawing,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,548
ast-113-math-jia--q17,B,6.0,essay,writer-claude-medium,claude-medium,claude,claude,1,0.0,0.0,0,692
ast-114-math-jia--q12.b,B,4.0,essay,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,307
ast-115-geography--q20.b,B,3.0,drawing,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,175
ast-113-biology--q37,B,2.0,short_answer,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,325
ast-113-physics--q25.a,B,1.0,short_answer,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,106
gsat-114-chinese-writing--q2,C,25.0,essay,writer-claude-medium,claude-medium,claude,claude,1,0.92,0.92,0,757
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-claude-medium,claude-medium,claude,claude,1,0.7143,0.7143,0,506
ast-115-civics--q35,C,6.0,short_answer,writer-claude-medium,claude-medium,claude,claude,1,0.5,0.5,0,112
ast-113-civics--q36.b,C,5.0,short_answer,writer-claude-medium,claude-medium,claude,claude,1,0.8,0.8,0,130
gsat-113-english--q19.a,C,4.0,short_answer,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,113
ast-113-geography--q36,C,3.0,drawing,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,247
gsat-113-english--q20,D,20.0,essay,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,1217
gsat-115-math-a--q20,D,8.0,essay,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,1094
ast-115-geography--q23.c,D,7.0,drawing,writer-claude-medium,claude-medium,claude,claude,1,0.5714,0.5714,0,311
ast-114-geography--q42.b,D,6.0,short_answer,writer-claude-medium,claude-medium,claude,claude,1,0.6667,0.6667,0,118
ast-113-geography--q37,D,5.0,short_answer,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,57
ast-113-chemistry--q25,D,4.0,short_answer,writer-claude-medium,claude-medium,claude,claude,1,1.0,1.0,0,652
tve-113-chinese--q39,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,2,0.875,0.875,0,774
tve-113-english--q44,A,6.0,short_answer,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,362
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,2,0.9167,0.9167,0,647
tve-114-chinese--q39,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,2,0.875,0.875,0,670
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,2,0.9167,0.9167,0,745
ast-114-math-yi--q18,B,8.0,drawing,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,548
ast-113-math-jia--q17,B,6.0,essay,writer-claude-medium,claude-medium,claude,claude,2,0.0,0.0,0,692
ast-114-math-jia--q12.b,B,4.0,essay,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,307
ast-115-geography--q20.b,B,3.0,drawing,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,175
ast-113-biology--q37,B,2.0,short_answer,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,325
ast-113-physics--q25.a,B,1.0,short_answer,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,106
gsat-114-chinese-writing--q2,C,25.0,essay,writer-claude-medium,claude-medium,claude,claude,2,0.88,0.88,0,757
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-claude-medium,claude-medium,claude,claude,2,0.9048,0.9048,0,506
ast-115-civics--q35,C,6.0,short_answer,writer-claude-medium,claude-medium,claude,claude,2,0.5,0.5,0,112
ast-113-civics--q36.b,C,5.0,short_answer,writer-claude-medium,claude-medium,claude,claude,2,0.6,0.6,0,130
gsat-113-english--q19.a,C,4.0,short_answer,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,113
ast-113-geography--q36,C,3.0,drawing,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,247
gsat-113-english--q20,D,20.0,essay,writer-claude-medium,claude-medium,claude,claude,2,0.95,0.95,0,1217
gsat-115-math-a--q20,D,8.0,essay,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,1094
ast-115-geography--q23.c,D,7.0,drawing,writer-claude-medium,claude-medium,claude,claude,2,0.5714,0.5714,0,311
ast-114-geography--q42.b,D,6.0,short_answer,writer-claude-medium,claude-medium,claude,claude,2,0.6667,0.6667,0,118
ast-113-geography--q37,D,5.0,short_answer,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,57
ast-113-chemistry--q25,D,4.0,short_answer,writer-claude-medium,claude-medium,claude,claude,2,1.0,1.0,0,652
tve-113-chinese--q39,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,3,0.875,0.875,0,774
tve-113-english--q44,A,6.0,short_answer,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,362
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,3,0.9167,0.9167,0,647
tve-114-chinese--q39,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,3,0.875,0.875,0,670
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-claude-medium,claude-medium,claude,claude,3,0.9167,0.9167,0,745
ast-114-math-yi--q18,B,8.0,drawing,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,548
ast-113-math-jia--q17,B,6.0,essay,writer-claude-medium,claude-medium,claude,claude,3,0.0,0.0,0,692
ast-114-math-jia--q12.b,B,4.0,essay,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,307
ast-115-geography--q20.b,B,3.0,drawing,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,175
ast-113-biology--q37,B,2.0,short_answer,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,325
ast-113-physics--q25.a,B,1.0,short_answer,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,106
gsat-114-chinese-writing--q2,C,25.0,essay,writer-claude-medium,claude-medium,claude,claude,3,0.88,0.88,0,757
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-claude-medium,claude-medium,claude,claude,3,0.9048,0.9048,0,506
ast-115-civics--q35,C,6.0,short_answer,writer-claude-medium,claude-medium,claude,claude,3,0.5,0.5,0,112
ast-113-civics--q36.b,C,5.0,short_answer,writer-claude-medium,claude-medium,claude,claude,3,0.6,0.6,0,130
gsat-113-english--q19.a,C,4.0,short_answer,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,113
ast-113-geography--q36,C,3.0,drawing,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,247
gsat-113-english--q20,D,20.0,essay,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,1217
gsat-115-math-a--q20,D,8.0,essay,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,1094
ast-115-geography--q23.c,D,7.0,drawing,writer-claude-medium,claude-medium,claude,claude,3,0.5714,0.5714,0,311
ast-114-geography--q42.b,D,6.0,short_answer,writer-claude-medium,claude-medium,claude,claude,3,0.6667,0.6667,0,118
ast-113-geography--q37,D,5.0,short_answer,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,57
ast-113-chemistry--q25,D,4.0,short_answer,writer-claude-medium,claude-medium,claude,claude,3,1.0,1.0,0,652
tve-113-chinese--q39,A,24.0,essay,writer-claude-medium,claude-high,claude,claude,1,0.875,0.875,0,774
tve-113-english--q44,A,6.0,short_answer,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,362
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-claude-medium,claude-high,claude,claude,1,0.9167,0.9167,0,647
tve-114-chinese--q39,A,24.0,essay,writer-claude-medium,claude-high,claude,claude,1,0.875,0.875,0,670
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-claude-medium,claude-high,claude,claude,1,0.9167,0.9167,0,745
ast-114-math-yi--q18,B,8.0,drawing,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,548
ast-113-math-jia--q17,B,6.0,essay,writer-claude-medium,claude-high,claude,claude,1,0.0,0.0,0,692
ast-114-math-jia--q12.b,B,4.0,essay,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,307
ast-115-geography--q20.b,B,3.0,drawing,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,175
ast-113-biology--q37,B,2.0,short_answer,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,325
ast-113-physics--q25.a,B,1.0,short_answer,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,106
gsat-114-chinese-writing--q2,C,25.0,essay,writer-claude-medium,claude-high,claude,claude,1,0.8,0.8,0,757
gsat-115-chinese-writing--q1.b,C,21.0,essay,writer-claude-medium,claude-high,claude,claude,1,0.8571,0.8571,0,506
ast-115-civics--q35,C,6.0,short_answer,writer-claude-medium,claude-high,claude,claude,1,0.5,0.5,0,112
ast-113-civics--q36.b,C,5.0,short_answer,writer-claude-medium,claude-high,claude,claude,1,0.6,0.6,0,130
gsat-113-english--q19.a,C,4.0,short_answer,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,113
ast-113-geography--q36,C,3.0,drawing,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,247
gsat-113-english--q20,D,20.0,essay,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,1217
gsat-115-math-a--q20,D,8.0,essay,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,1094
ast-115-geography--q23.c,D,7.0,drawing,writer-claude-medium,claude-high,claude,claude,1,0.5714,0.5714,0,311
ast-114-geography--q42.b,D,6.0,short_answer,writer-claude-medium,claude-high,claude,claude,1,0.6667,0.6667,0,118
ast-113-geography--q37,D,5.0,short_answer,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,57
ast-113-chemistry--q25,D,4.0,short_answer,writer-claude-medium,claude-high,claude,claude,1,1.0,1.0,0,652
tve-113-chinese--q39,A,24.0,essay,writer-claude-medium,claude-high,claude,claude,2,0.8333,0.8333,0,774
tve-113-english--q44,A,6.0,short_answer,writer-claude-medium,claude-high,claude,claude,2,1.0,1.0,0,70
ast-114-physics--q19,A,4.0,short_answer,writer-claude-medium,claude-high,claude,claude,2,1.0,1.0,0,362
tve-113-foreign-language-english-2--q8,A,24.0,essay,writer-claude-medium,claude-high,claude,claude,2,0.8333,0.8333,0,647
tve-114-chinese--q39,A,24.0,essay,writer-claude-medium,claude-high,claude,claude,2,0.8333,0.8333,0,670
tve-114-foreign-language-english-2--q9,A,24.0,essay,writer-claude-medium,claude-high,claude,claude,2,0.8333,0.8333,0,745
